Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type
2450.0,4,4.0,Furnished,"Friends Colony West, New Friends Colony",2.0,70000000,Ready_to_move,New_Property,Builder_Floor
10350.0,4,7.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",3.0,160000000,Ready_to_move,New_Property,Apartment
4800.0,3,4.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",1.0,85000000,Ready_to_move,Resale,Builder_Floor
1600.0,3,3.0,Semi-Furnished,New Friends Colony,2.0,40000000,Ready_to_move,Resale,Apartment
3500.0,4,4.0,Unfurnished,New Friends Colony,2.0,90000000,Ready_to_move,Resale,Builder_Floor
2100.0,4,5.0,Semi-Furnished,New Friends Colony,2.0,56000000,Ready_to_move,New_Property,Builder_Floor
4200.0,5,5.0,Semi-Furnished,"Friends Colony East, New Friends Colony",2.0,135500000,Ready_to_move,New_Property,Builder_Floor
1500.0,3,3.0,Semi-Furnished,New Friends Colony,2.0,60000000,Ready_to_move,New_Property,Builder_Floor
8150.0,4,5.0,Unfurnished,"Maharani Bagh, New Friends Colony",4.0,170000000,Ready_to_move,New_Property,Builder_Floor
2200.0,4,4.0,Semi-Furnished,"Kalindi Colony, Maharani Bagh, New Friends Colony",2.0,50000000,Ready_to_move,Resale,Builder_Floor
3500.0,4,5.0,Semi-Furnished,New Friends Colony,2.0,58000000,Ready_to_move,New_Property,Builder_Floor
2070.0,3,3.0,Semi-Furnished,"Friends Colony East, New Friends Colony",2.0,37500000,Ready_to_move,New_Property,Builder_Floor
3500.0,3,3.0,Unfurnished,"Maharani Bagh, New Friends Colony",1.0,45000000,Ready_to_move,Resale,Builder_Floor
2000.0,4,4.0,Semi-Furnished,New Friends Colony,3.0,70000000,Ready_to_move,New_Property,Builder_Floor
2800.0,6,4.0,Semi-Furnished,"Taimoor Enclave, New Friends Colony",2.0,29500000,Ready_to_move,Resale,Apartment
2550.0,4,4.0,Unfurnished,New Friends Colony,1.0,60000000,Ready_to_move,Resale,Builder_Floor
4500.0,4,4.0,Semi-Furnished,New Friends Colony,2.0,70000000,Ready_to_move,Resale,Builder_Floor
1400.0,3,3.0,Semi-Furnished,New Friends Colony,2.0,50000000,Ready_to_move,New_Property,Builder_Floor
2800.0,4,5.0,Semi-Furnished,New Friends Colony,2.0,75000000,Ready_to_move,New_Property,Builder_Floor
2700.0,4,4.0,Semi-Furnished,"New Friends Colony Floors, New Friends Colony",2.0,52500000,Ready_to_move,New_Property,Builder_Floor
4500.0,4,4.0,Semi-Furnished,New Friends Colony,2.0,55000000,Ready_to_move,Resale,Builder_Floor
7200.0,4,4.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",2.0,120000000,Ready_to_move,Resale,Builder_Floor
2799.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,65000000,Ready_to_move,New_Property,Builder_Floor
2650.0,4,4.0,Unfurnished,"Kailash Colony, Greater Kailash",2.0,75000000,Ready_to_move,New_Property,Builder_Floor
2200.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,47500000,Ready_to_move,New_Property,Builder_Floor
3500.0,5,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,70000000,Ready_to_move,New_Property,Builder_Floor
2200.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,40000000,Ready_to_move,New_Property,Builder_Floor
3500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,85000000,Ready_to_move,New_Property,Builder_Floor
1440.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,26000000,Ready_to_move,New_Property,Builder_Floor
3150.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,35000000,Ready_to_move,Resale,Builder_Floor
900.0,2,2.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,20000000,Ready_to_move,Resale,Builder_Floor
3690.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,79000000,Almost_ready,New_Property,Builder_Floor
1200.0,3,2.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,17000000,Ready_to_move,Resale,Builder_Floor
4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,47500000,Ready_to_move,Resale,Builder_Floor
2799.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,43000000,Ready_to_move,New_Property,Builder_Floor
1350.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,26000000,Ready_to_move,New_Property,Builder_Floor
1200.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,25000000,Ready_to_move,New_Property,Builder_Floor
2177.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,51000000,Ready_to_move,New_Property,Builder_Floor
1500.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,40000000,Ready_to_move,New_Property,Builder_Floor
1600.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,22500000,Ready_to_move,Resale,Builder_Floor
4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,70000000,Ready_to_move,New_Property,Builder_Floor
2150.0,4,4.0,Unfurnished,"Kailash Colony, Greater Kailash",2.0,45000000,Ready_to_move,New_Property,Builder_Floor
2107.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,51100000,Ready_to_move,New_Property,Apartment
1150.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,25500000,Ready_to_move,New_Property,Builder_Floor
1240.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",2.0,26500000,Ready_to_move,New_Property,Builder_Floor
1000.0,2,2.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,15000000,Ready_to_move,Resale,Builder_Floor
4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,55000000,Ready_to_move,Resale,Builder_Floor
1150.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,26000000,Ready_to_move,New_Property,Builder_Floor
2000.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,38000000,Ready_to_move,Resale,Builder_Floor
4500.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,72500000,Ready_to_move,Resale,Builder_Floor
3000.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",4.0,65000000,Ready_to_move,New_Property,Builder_Floor
700.0,2,2.0,Unfurnished,"Ram Nagar, Shahdara",1.0,4600000,Ready_to_move,New_Property,Builder_Floor
750.0,2,2.0,Semi-Furnished,"Jyoti Nagar West, Shahdara",1.0,9200000,Ready_to_move,Resale,Builder_Floor
1350.0,4,3.0,Unfurnished,"Hans Apartments, Vishwas Nagar, Shahdara",2.0,9500000,Ready_to_move,Resale,Apartment
900.0,2,2.0,Semi-Furnished,"Naveen Shahdara, Shahdara",1.0,4500000,Ready_to_move,Resale,Builder_Floor
970.0,3,2.0,Semi-Furnished,"Balbir Nagar, Shahdara",1.0,6500000,Ready_to_move,Resale,Builder_Floor
1000.0,3,2.0,Furnished,"Rohitash Nagar East, Shahdara",1.0,5650000,Ready_to_move,Resale,Builder_Floor
1425.0,3,3.0,Semi-Furnished,"Naveen Shahdara, Shahdara",1.0,9300000,Ready_to_move,Resale,Builder_Floor
440.0,2,2.0,Unfurnished,Shahdara,1.0,2700000,Ready_to_move,Resale,Apartment
1017.0,2,2.0,Furnished,"Vishwas Nagar, Shahdara",1.0,6500000,Ready_to_move,New_Property,Builder_Floor
650.0,2,2.0,Semi-Furnished,"DDA RPS Flats, Mansarowar Park, Shahdara",1.0,5800000,Ready_to_move,Resale,Apartment
950.0,3,2.0,Semi-Furnished,Shahdara,1.0,5500000,Ready_to_move,Resale,Apartment
810.0,3,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6000000,Ready_to_move,Resale,Builder_Floor
750.0,2,2.0,Unfurnished,"Balbir Nagar, Shahdara",1.0,4500000,Ready_to_move,Resale,Builder_Floor
990.0,2,2.0,Semi-Furnished,Shahdara,2.0,4100000,Ready_to_move,Resale,Builder_Floor
800.0,3,2.0,Semi-Furnished,"Ram Nagar, Shahdara",2.0,3800000,Ready_to_move,Resale,Builder_Floor
675.0,2,1.0,Unfurnished,Shahdara,1.0,3300000,Ready_to_move,Resale,Apartment
558.0,2,1.0,Unfurnished,"Rohtash Nagar, Shahdara",1.0,2900000,Ready_to_move,New_Property,Builder_Floor
445.0,2,1.0,Unfurnished,"Ram Nagar Extension, Shahdara",1.0,2000000,Ready_to_move,Resale,Builder_Floor
360.0,2,1.0,Unfurnished,"Maujpur, Shahdara",1.0,1550000,Ready_to_move,New_Property,Builder_Floor
1350.0,4,3.0,Semi-Furnished,"Mansarowar Park, Shahdara",1.0,11300000,Ready_to_move,New_Property,Builder_Floor
850.0,3,2.0,Semi-Furnished,"Gorakh Park West, Shahdara",1.0,4500000,Ready_to_move,Resale,Builder_Floor
846.0,2,1.0,Unfurnished,"Shivnam Apartment, Shahdara",1.0,3300000,Ready_to_move,New_Property,Apartment
1300.0,4,3.0,Furnished,"Mansarowar Park, Shahdara",1.0,11500000,Ready_to_move,New_Property,Builder_Floor
900.0,3,2.0,Semi-Furnished,"Ram Nagar Extension, Shahdara",1.0,6000000,Almost_ready,New_Property,Builder_Floor
1050.0,3,2.0,Semi-Furnished,"Hans Apartments, Vishwas Nagar, Shahdara",1.0,9000000,Ready_to_move,Resale,Apartment
850.0,2,2.0,Furnished,"Jyoti Colony, Shahdara",1.0,4500000,Ready_to_move,Resale,Builder_Floor
1650.0,4,3.0,Furnished,Shahdara,1.0,14000000,Almost_ready,New_Property,Apartment
1150.0,2,2.0,Semi-Furnished,"Ahinsha Vatika, Ram Nagar, Shahdara",1.0,7300000,Ready_to_move,Resale,Apartment
495.1394,1,1.0,Furnished,Shahdara,1.0,1900000,Ready_to_move,Resale,Builder_Floor
1053.0,3,2.0,Furnished,"Naveen Shahdara, Shahdara",4.0,7000000,Ready_to_move,Resale,Builder_Floor
750.0,1,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6400000,Ready_to_move,Resale,Builder_Floor
540.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",1.0,2700000,Ready_to_move,New_Property,Apartment
747.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,6500000,Ready_to_move,Resale,Builder_Floor
720.0,2,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,4000000,Ready_to_move,Resale,Builder_Floor
376.7365,1,1.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,3000000,Ready_to_move,New_Property,Apartment
1125.0,2,2.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,5000000,Ready_to_move,Resale,Builder_Floor
713.0,2,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6000000,Ready_to_move,New_Property,Builder_Floor
360.0,1,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,2500000,Ready_to_move,Resale,Builder_Floor
900.0,2,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6500000,Ready_to_move,Resale,Apartment
713.0,3,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,8000000,Ready_to_move,Resale,Apartment
504.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",1.0,2700000,Ready_to_move,Resale,Builder_Floor
70.0,1,2.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,4500000,Ready_to_move,Resale,Apartment
850.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,5700000,Ready_to_move,Resale,Builder_Floor
2430.0,4,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,25000000,Ready_to_move,Resale,Builder_Floor
2475.0,3,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,70000000,Ready_to_move,Resale,Builder_Floor
2970.0,7,4.0,Furnished,"Yamuna Vihar, Shahdara",1.0,26500000,Ready_to_move,Resale,Builder_Floor
2250.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,18500000,Ready_to_move,Resale,Builder_Floor
1500.0,5,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,30000000,Ready_to_move,Resale,Builder_Floor
1512.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22000000,Ready_to_move,Resale,Builder_Floor
400.0,2,2.0,Furnished,Other,1.0,9000000,Ready_to_move,Resale,Builder_Floor
2160.0,3,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,65000000,Ready_to_move,Resale,Builder_Floor
630.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22500000,Ready_to_move,Resale,Builder_Floor
324.0,6,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,8700000,Ready_to_move,Resale,Builder_Floor
720.0,6,5.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22000000,Ready_to_move,Resale,Builder_Floor
675.0,4,2.0,Furnished,"Yamuna Vihar, Shahdara",2.0,18500000,Ready_to_move,Resale,Builder_Floor
700.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",2.0,16000000,Ready_to_move,New_Property,Builder_Floor
675.0,4,3.0,Furnished,"Yamuna Vihar, Shahdara",2.0,16000000,Ready_to_move,Resale,Builder_Floor
720.0,4,2.0,Furnished,"Yamuna Vihar, Shahdara",2.0,9000000,Ready_to_move,Resale,Builder_Floor
801.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,6000000,Ready_to_move,New_Property,Builder_Floor
450.0,1,2.0,Unfurnished,Laxmi Nagar,1.0,2700000,Ready_to_move,Resale,Builder_Floor
1000.0,3,2.0,Unfurnished,Laxmi Nagar,1.0,6500000,Ready_to_move,Resale,Apartment
990.0,3,2.0,Unfurnished,Laxmi Nagar,1.0,4000000,Ready_to_move,Resale,Apartment
420.0,2,1.0,Semi-Furnished,Laxmi Nagar,1.0,2600000,Ready_to_move,New_Property,Builder_Floor
450.0,2,1.0,Semi-Furnished,Laxmi Nagar,1.0,3500000,Ready_to_move,Resale,Builder_Floor
1000.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,7500000,Ready_to_move,Resale,Apartment
900.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,7000000,Ready_to_move,Resale,Builder_Floor
800.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,4500000,Ready_to_move,New_Property,Builder_Floor
720.0,3,3.0,Semi-Furnished,Laxmi Nagar,2.0,5500000,Ready_to_move,Resale,Builder_Floor
450.0,2,1.0,Semi-Furnished,Laxmi Nagar,2.0,2700000,Ready_to_move,New_Property,Builder_Floor
675.0,2,2.0,Furnished,Laxmi Nagar,2.0,2400000,Ready_to_move,Resale,Builder_Floor
1700.0,4,3.0,Unfurnished,Laxmi Nagar,2.0,11500000,Ready_to_move,New_Property,Builder_Floor
550.0,2,2.0,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2.0,3600000,Ready_to_move,New_Property,Builder_Floor
387.0,1,2.0,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2.0,1700000,Ready_to_move,New_Property,Builder_Floor
450.0,2,1.0,Unfurnished,"Lalita Park, Laxmi Nagar",2.0,2500000,Ready_to_move,Resale,Apartment
900.0,4,2.0,Furnished,Laxmi Nagar,1.0,6600000,Ready_to_move,Resale,Builder_Floor
500.0,2,1.0,Semi-Furnished,Laxmi Nagar,1.0,3700000,Ready_to_move,Resale,Builder_Floor
441.0,2,1.0,Unfurnished,"Krishan Kunj, Laxmi Nagar",1.0,3500000,Ready_to_move,Resale,Apartment
800.0,3,2.0,Semi-Furnished,"Lalita Park, Laxmi Nagar",1.0,5400000,Ready_to_move,Resale,Builder_Floor
450.0,2,2.0,Semi-Furnished,Laxmi Nagar,1.0,2550000,Ready_to_move,New_Property,Builder_Floor
1000.0,3,3.0,Furnished,Laxmi Nagar,1.0,12500000,Ready_to_move,Resale,Builder_Floor
715.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,5600000,Ready_to_move,Resale,Apartment
600.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,7000000,Ready_to_move,Resale,Builder_Floor
540.0,2,1.0,Unfurnished,Laxmi Nagar,1.0,3500000,Ready_to_move,Resale,Builder_Floor
312.0,4,4.0,Furnished,"Bank Enclave, Laxmi Nagar",1.0,35000000,Ready_to_move,Resale,Apartment
810.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,9000000,Ready_to_move,Resale,Builder_Floor
270.0,1,1.0,Semi-Furnished,"Guru Angad Nagar West, Laxmi Nagar",1.0,2300000,Ready_to_move,Resale,Builder_Floor
900.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,6000000,Ready_to_move,Resale,Builder_Floor
1000.0,3,2.0,Unfurnished,Laxmi Nagar,1.0,6000000,Ready_to_move,Resale,Apartment
540.0,2,2.0,Semi-Furnished,Uttam Nagar,1.0,2650000,Ready_to_move,New_Property,Builder_Floor
500.0,2,2.0,Semi-Furnished,Dwarka Mor,1.0,3200000,Ready_to_move,New_Property,Builder_Floor
540.0,2,2.0,Semi-Furnished,Uttam Nagar West,1.0,2600000,Ready_to_move,New_Property,Builder_Floor
780.0,3,2.0,Semi-Furnished,Uttam Nagar,1.0,4000000,Ready_to_move,New_Property,Builder_Floor
450.0,2,1.0,Semi-Furnished,Uttam Nagar West,1.0,1850000,Ready_to_move,New_Property,Builder_Floor
360.0,1,1.0,Semi-Furnished,Uttam Nagar,1.0,1700000,Ready_to_move,New_Property,Builder_Floor
900.0,3,2.0,Semi-Furnished,"SB Residency, Dwarka Mor",1.0,2800000,Ready_to_move,New_Property,Builder_Floor
495.0,2,2.0,Semi-Furnished,Uttam Nagar West,1.0,2150000,Ready_to_move,New_Property,Builder_Floor
1200.0,4,3.0,Semi-Furnished,"SB Residency, Dwarka Mor",1.0,6800000,Ready_to_move,New_Property,Builder_Floor
1000.0,3,2.0,Semi-Furnished,Uttam Nagar,1.0,6200000,Ready_to_move,New_Property,Builder_Floor
620.0,2,2.0,Semi-Furnished,Uttam Nagar,1.0,3100000,Ready_to_move,New_Property,Builder_Floor
680.0,3,2.0,Semi-Furnished,Dwarka Mor,1.0,3400000,Ready_to_move,New_Property,Builder_Floor
805.0,2,2.0,Unfurnished,"Kiran Garden, Uttam Nagar",1.0,4000000,Ready_to_move,Resale,Builder_Floor
729.0,2,2.0,Semi-Furnished,"Mohan Garden, Razapur Khurd",1.0,4800000,Ready_to_move,Resale,Builder_Floor
540.0,2,2.0,Semi-Furnished,Uttam Nagar,1.0,2500000,Ready_to_move,New_Property,Builder_Floor
360.0,1,1.0,Semi-Furnished,Uttam Nagar,1.0,2000000,Ready_to_move,New_Property,Builder_Floor
550.0,2,2.0,Semi-Furnished,Uttam Nagar West,1.0,1900000,Ready_to_move,New_Property,Builder_Floor
1001.0,3,2.0,Furnished,"Mitya Homes, Dwarka Mor",1.0,5800000,Ready_to_move,New_Property,Builder_Floor
450.0,2,2.0,Unfurnished,Dwarka Mor,1.0,2900000,Ready_to_move,Resale,Builder_Floor
550.0,2,1.0,Semi-Furnished,Uttam Nagar West,1.0,2000000,Ready_to_move,New_Property,Builder_Floor
550.0,2,2.0,Semi-Furnished,Uttam Nagar,1.0,2600000,Ready_to_move,New_Property,Builder_Floor
675.0,2,1.0,Unfurnished,Uttam Nagar,1.0,2900000,Ready_to_move,Resale,Builder_Floor
585.0,2,2.0,Unfurnished,Uttam Nagar,1.0,3200000,Ready_to_move,Resale,Builder_Floor
810.0,3,2.0,Semi-Furnished,"New Uttam Nagar, Uttam Nagar",1.0,5400000,Ready_to_move,Resale,Builder_Floor
765.0,3,2.0,Semi-Furnished,Dwarka Mor,1.0,3800000,Ready_to_move,Resale,Builder_Floor
70.0,2,3.0,Furnished,"Patel Nagar South, Patel Nagar",1.0,8200000,Ready_to_move,New_Property,Builder_Floor
800.0,3,2.0,Unfurnished,Patel Nagar West,1.0,8000000,Ready_to_move,Resale,Builder_Floor
900.0,3,2.0,Semi-Furnished,Patel Nagar West,1.0,9500000,Ready_to_move,Resale,Builder_Floor
1680.0,4,5.0,Semi-Furnished,Patel Nagar West,1.0,20000000,Ready_to_move,Resale,Builder_Floor
900.0,2,2.0,Furnished,Patel Nagar West,3.0,7400000,Ready_to_move,Resale,Builder_Floor
2000.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",1.0,37500000,Ready_to_move,Resale,Apartment
2000.0,4,4.0,Semi-Furnished,Patel Nagar West,3.0,15000000,Ready_to_move,Resale,Builder_Floor
1900.0,3,3.0,Semi-Furnished,"The Leela Sky Villas, Patel Nagar",1.0,55300000,Almost_ready,New_Property,Apartment
1530.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",2.0,26500000,Ready_to_move,Resale,Builder_Floor
100.0,3,2.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",2.0,16000000,Ready_to_move,Resale,Apartment
900.0,3,2.0,Furnished,Patel Nagar West,2.0,10400000,Ready_to_move,Resale,Builder_Floor
270.0,1,1.0,Unfurnished,Patel Nagar West,2.0,1700000,Ready_to_move,Resale,Builder_Floor
950.0,2,2.0,Semi-Furnished,Patel Nagar West,2.0,8000000,Ready_to_move,Resale,Builder_Floor
1800.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",2.0,27000000,Ready_to_move,Resale,Builder_Floor
1500.0,3,3.0,Semi-Furnished,Patel Nagar West,2.0,19500000,Ready_to_move,Resale,Builder_Floor
1800.0,3,3.0,Furnished,"Patel Nagar East, Patel Nagar",3.0,50000000,Ready_to_move,Resale,Apartment
1800.0,3,3.0,Unfurnished,Patel Nagar West,3.0,21100000,Ready_to_move,Resale,Builder_Floor
850.0,2,3.0,Semi-Furnished,Patel Nagar West,1.0,5900000,Ready_to_move,Resale,Builder_Floor
140.0,3,2.0,Unfurnished,"Punjabi Basti, Patel Nagar",1.0,12000000,Ready_to_move,New_Property,Builder_Floor
900.0,3,2.0,Unfurnished,Patel Nagar West,1.0,12000000,Ready_to_move,Resale,Builder_Floor
1800.0,3,3.0,Unfurnished,Patel Nagar West,1.0,24000000,Ready_to_move,Resale,Apartment
200.0,1,1.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",1.0,7000000,Ready_to_move,Resale,Apartment
1782.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",1.0,15000000,Ready_to_move,Resale,Apartment
900.0,2,2.0,Furnished,"Baljit Nagar, Patel Nagar",1.0,1500000,Ready_to_move,Resale,Builder_Floor
405.0,2,1.0,Semi-Furnished,Patel Nagar West,1.0,3950000,Ready_to_move,Resale,Apartment
1500.0,3,3.0,Unfurnished,Patel Nagar West,1.0,12500000,Ready_to_move,Resale,Builder_Floor
66.0,3,1.0,Unfurnished,"Baljit Nagar, Patel Nagar",1.0,1600000,Ready_to_move,New_Property,Apartment
2000.0,4,4.0,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector B",2.0,36500000,Ready_to_move,Resale,Apartment
1200.0,3,2.0,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj",1.0,20000000,Ready_to_move,Resale,Apartment
1400.0,3,2.0,Semi-Furnished,Vasant Kunj,2.0,25000000,Ready_to_move,New_Property,Apartment
1600.0,3,2.0,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj",2.0,18500000,Ready_to_move,Resale,Apartment
1600.0,4,3.0,Unfurnished,"DDA Flats Pocket 1, Vasant Kunj Sector B",2.0,23500000,Ready_to_move,Resale,Apartment
600.0,1,1.0,Semi-Furnished,Vasant Kunj,1.0,8000000,Ready_to_move,New_Property,Apartment
1600.0,3,2.0,Unfurnished,"Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj Sector D",1.0,23000000,Ready_to_move,Resale,Apartment
2000.0,3,3.0,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj",1.0,31000000,Ready_to_move,Resale,Apartment
650.0,1,2.0,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",1.0,7400000,Ready_to_move,Resale,Apartment
1100.0,2,2.0,Unfurnished,Vasant Kunj,1.0,15500000,Ready_to_move,Resale,Apartment
1075.0,2,2.0,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",2.0,12000000,Ready_to_move,New_Property,Apartment
1450.0,3,2.0,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector D",2.0,23500000,Ready_to_move,Resale,Apartment
1200.0,3,2.0,Semi-Furnished,Vasant Kunj Sector A,2.0,25000000,Ready_to_move,Resale,Apartment
600.0,1,2.0,Unfurnished,"E2 Vasant Kunj, Vasant Kunj",2.0,7000000,Ready_to_move,New_Property,Apartment
1000.0,2,2.0,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj",1.0,17500000,Ready_to_move,Resale,Apartment
1600.0,3,2.0,Semi-Furnished,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",1.0,25000000,Ready_to_move,Resale,Apartment
1750.0,4,4.0,Unfurnished,Vasant Kunj Sector C,1.0,29000000,Ready_to_move,New_Property,Apartment
1300.0,3,3.0,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",1.0,21900000,Ready_to_move,Resale,Apartment
550.0,1,2.0,Furnished,Vasant Kunj Sector D,1.0,7500000,Ready_to_move,Resale,Apartment
2200.0,4,3.0,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector C",2.0,23500000,Ready_to_move,Resale,Apartment
1100.0,2,2.0,Semi-Furnished,Vasant Kunj Sector C,2.0,24000000,Ready_to_move,Resale,Apartment
1700.0,3,2.0,Semi-Furnished,Vasant Kunj,2.0,31000000,Ready_to_move,Resale,Builder_Floor
1100.0,2,2.0,Semi-Furnished,Vasant Kunj,3.0,16500000,Ready_to_move,Resale,Apartment
1000.0,2,2.0,Furnished,"Kishangarh, Vasant Kunj",1.0,5000000,Ready_to_move,Resale,Builder_Floor
1350.0,3,2.0,Furnished,"DDA Pocket 1, Vasant Kunj Sector D",1.0,24000000,Ready_to_move,New_Property,Apartment
1184.0,2,2.0,Semi-Furnished,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",1.0,17000000,Ready_to_move,Resale,Apartment
2000.0,4,2.0,Furnished,Vasant Kunj Sector B,1.0,40000000,Ready_to_move,New_Property,Apartment
3500.0,4,4.0,Semi-Furnished,Vasant Kunj,5.0,22500000,Ready_to_move,New_Property,Builder_Floor
900.0,3,3.0,Furnished,Vasant Kunj,2.0,20000000,Ready_to_move,Resale,Builder_Floor
450.0,2,2.0,Semi-Furnished,"Gandhi Nagar, Shahdara",1.0,2900000,Ready_to_move,Resale,Builder_Floor
540.0,5,2.0,Semi-Furnished,"Gandhi Nagar, Shahdara",1.0,17000000,Ready_to_move,Resale,Builder_Floor
1350.0,3,3.0,Semi-Furnished,"Gandhi Nagar, Shahdara",1.0,25000000,Ready_to_move,Resale,Builder_Floor
2250.0,3,2.0,Semi-Furnished,"Gandhi Nagar, Shahdara",1.0,10000000,Ready_to_move,Resale,Builder_Floor
1250.0,2,1.0,Semi-Furnished,"DDA Flats Mansarovar Park, Seelampur, Shahdara",1.0,7500000,Ready_to_move,Resale,Apartment
504.0,3,1.0,Semi-Furnished,"Seelampur, Shahdara",1.0,3600000,Ready_to_move,Resale,Apartment
65.0,3,2.0,Semi-Furnished,"Shanti Mohalla, Shahdara",1.0,35000000,Ready_to_move,New_Property,Apartment
450.0,2,1.0,Unfurnished,"Seelampur, Shahdara",1.0,6000000,Ready_to_move,Resale,Apartment
1800.0,4,2.0,Furnished,"Rajgarh Colony, Shahdara",1.0,17500000,Ready_to_move,Resale,Builder_Floor
